id met_endotherm_vertebrate met_invertebrate met_ectotherm_vertebrate mov_walking mov_flying mov_other mov_swimming log_mass
146 0 1 0 1 0 0 0 -2.6453634264333115
147 0 1 0 1 0 0 0 -1.8763847056532663
148 0 1 0 1 0 0 0 -2.5337213738779796
149 0 1 0 1 0 0 0 -1.7173117851470883
150 0 1 0 1 0 0 0 -2.7794596640172204
151 0 1 0 0 1 0 0 -1.5224059691578102
152 0 1 0 1 0 0 0 -1.492866142532334
153 0 1 0 0 1 0 0 -2.8765142347764607
154 0 1 0 1 0 0 0 -1.34021663642879
155 0 1 0 1 0 0 0 -1.2581586337851094
156 0 1 0 1 0 0 0 -2.097992809264027
