id met_invertebrate met_primary_producer met_detritus met_ectotherm_vertebrate met_other met_heterotrophic_bacteria met_endotherm_vertebrate mov_walking mov_swimming mov_sessile mov_other_nonliving mov_flying log_mass mass_missing
362 1 0 0 0 0 0 0 1 0 0 0 0 -0.719273438141314 0
363 1 0 0 0 0 0 0 1 0 0 0 0 -0.5689473515108985 0
364 1 0 0 0 0 0 0 1 0 0 0 0 0.7485632763230793 0
365 1 0 0 0 0 0 0 1 1 0 0 0 -1.9851045392743225 0
366 1 0 0 0 0 0 0 1 1 0 0 0 -1.8709548063713028 0
367 1 0 0 0 0 0 0 1 1 0 0 0 -0.887064490709538 0
368 1 0 0 0 0 0 0 0 1 0 0 0 0.034433696495304644 1
369 1 0 0 0 0 0 0 1 1 0 0 0 -1.3500016751297956 0
370 1 0 0 0 0 0 0 1 0 0 0 0 -4.329754146925876 0
371 1 0 0 0 0 0 0 1 0 0 0 0 -0.8855539124522721 0
372 1 0 0 0 0 0 0 0 0 1 0 0 0.3884725489960622 0
373 1 0 0 0 0 0 0 1 1 0 0 0 -0.7207840204600953 0
374 1 0 0 0 0 0 0 1 1 0 0 0 -1.3529459831435344 0
375 1 0 0 0 0 0 0 0 0 1 0 0 -1.3514354294436077 0
376 1 0 0 0 0 0 0 1 0 0 0 0 -0.25490185261844 0
377 1 0 0 0 0 0 0 1 0 0 0 0 -0.25339126457143873 0
378 1 0 0 0 0 0 0 1 0 0 0 0 -0.25490185261844 0
379 1 0 0 0 0 0 0 1 1 0 0 0 -0.25339126457143873 0
380 1 0 0 0 0 0 0 0 0 1 0 0 -0.5801958485646672 0
381 1 0 0 0 0 0 0 0 1 0 0 0 -1.4612359898862488 0
382 1 0 0 0 0 0 0 1 1 0 0 0 2.1534775062665146 0
383 1 0 0 0 0 0 0 1 1 0 0 0 -0.6477836460786803 0
384 1 0 0 0 0 0 0 1 1 0 0 0 -0.25339126457143873 0
385 1 0 0 0 0 0 0 0 1 1 0 0 -4.774255381038744 0
386 1 0 0 0 0 0 0 1 1 0 0 0 -0.8601063464260024 0
387 1 0 0 0 0 0 0 1 1 0 0 0 -0.015620858206880956 0
388 1 0 0 0 0 0 0 1 1 0 0 0 -4.08460137849211 0
389 1 0 0 0 0 0 0 1 1 0 0 0 -2.8178026592278713 0
390 1 0 0 0 0 0 0 1 0 0 0 0 -3.132583781951269 0
391 1 0 0 0 0 0 0 0 0 1 0 0 -1.6647470182965174 0
392 1 0 0 0 0 0 0 0 1 0 0 0 -2.762792417222378 0
393 0 1 0 0 0 0 0 0 1 0 0 0 -8.596879478824182 0
394 1 0 0 0 0 0 0 0 1 0 0 0 -4.396855627379818 0
395 0 1 0 0 0 0 0 0 1 0 0 0 -8.596879478824182 0
396 0 0 0 1 0 0 0 0 1 0 0 0 2.2830589675543878 0
397 1 0 0 0 0 0 0 1 0 0 0 0 0.47712125471966244 0
398 1 0 0 0 0 0 0 1 0 0 0 0 0.47712125471966244 0
399 1 0 0 0 0 0 0 1 0 0 0 0 1.0 0
400 1 0 0 0 0 0 0 0 1 0 0 0 -2.7627924172223777 0
401 1 0 0 0 0 0 0 0 1 0 0 0 -1.4612359898862488 0
402 1 0 0 0 0 0 0 1 0 0 0 0 0.47712125471966244 0
403 0 0 0 1 0 0 0 0 1 0 0 0 2.13200666139923 0
404 0 0 0 1 0 0 0 0 1 0 0 0 1.386609710434084 0
405 1 0 0 0 0 0 0 1 0 0 0 0 0.47712125471966244 0
406 1 0 0 0 0 0 0 0 0 0 0 1 -2.3010299956639813 0
407 1 0 0 0 0 0 0 0 1 0 0 0 0.0017337128090005314 0
408 1 0 0 0 0 0 0 1 0 0 0 0 0.0 0
409 1 0 0 0 0 0 0 0 1 0 0 0 -4.230622673923862 0
410 0 0 0 1 0 0 0 0 1 0 0 0 1.9078604010327995 0
411 0 0 0 1 0 0 0 0 1 0 0 0 1.637189422148762 0
412 0 0 0 1 0 0 0 0 1 0 0 0 0.4870565415946182 0
413 0 0 0 1 0 0 0 0 1 0 0 0 0.10801020121625683 0
414 0 0 0 1 0 0 0 0 1 0 0 0 0.4265306904843328 0
415 1 0 0 0 0 0 0 1 0 0 0 0 -0.4235113475745693 0
416 0 0 0 1 0 0 0 0 1 0 0 0 1.9056879677118521 0
417 0 1 0 0 0 0 0 0 1 0 0 0 -7.22548303427145 0
418 1 0 0 0 0 0 0 1 0 0 0 0 0.0791812460476249 0
419 1 0 0 0 0 0 0 0 1 0 0 0 -4.027334407733889 0
420 1 0 0 0 0 0 0 1 0 0 0 0 4.301029995663981 0
421 0 0 0 1 0 0 0 0 1 0 0 0 1.7905575778832166 0
422 0 0 0 1 0 0 0 0 1 0 0 0 4.238064267052892 0
423 0 0 0 1 0 0 0 0 1 0 0 0 2.3285630693917176 0
424 0 0 0 1 0 0 0 0 1 0 0 0 3.9430000885704124 0
425 1 0 0 0 0 0 0 0 1 0 0 0 0.9963136075378236 0
426 1 0 0 0 0 0 0 1 0 0 0 0 -1.2949553798790987 0
427 0 0 0 0 0 0 1 0 1 0 0 0 3.158593492806645 0
428 1 0 0 0 0 0 0 1 0 0 0 0 0.17609125905568124 0
429 0 0 0 1 0 0 0 0 1 0 0 0 1.6175456651824316 0
430 1 0 0 0 0 0 0 0 0 1 0 0 0.7233530002880662 1
431 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
432 1 0 0 0 0 0 0 1 0 0 0 0 2.2898118391176214 0
433 0 0 0 1 0 0 0 0 1 0 0 0 0.7092020971610348 0
434 1 0 0 0 0 0 0 0 1 0 0 0 0.5725781972243728 0
435 1 0 0 0 0 0 0 0 1 0 0 0 -0.10998537412096827 0
436 0 0 0 1 0 0 0 0 1 0 0 0 1.7356787259059046 0
437 1 0 0 0 0 0 0 0 1 0 0 0 -2.130629386935623 0
438 1 0 0 0 0 0 0 0 1 0 0 0 -3.7647468618391917 0
439 0 1 0 0 0 0 0 0 0 1 0 0 -10.899629454882437 1
440 1 0 0 0 0 0 0 1 0 0 0 0 -2.762792417222378 0
441 1 0 0 0 0 0 0 0 0 1 0 0 -0.24369044193711303 0
442 1 0 0 0 0 0 0 0 1 0 0 0 -0.19691001285730889 0
443 0 0 0 1 0 0 0 0 1 0 0 0 2.594083019091813 0
444 1 0 0 0 0 0 0 1 0 0 0 0 0.10995886178096227 0
445 0 0 0 1 0 0 0 0 1 0 0 0 2.4136517520636995 0
446 0 0 0 1 0 0 0 0 1 0 0 0 2.4731510831307393 0
447 1 0 0 0 0 0 0 0 0 1 0 0 0.3508055580945624 0
448 0 0 0 1 0 0 0 0 1 0 0 0 0.4265306904843328 0
449 0 0 0 1 0 0 0 0 1 0 0 0 3.002600042966245 0
450 1 0 0 0 0 0 0 1 0 0 0 0 -2.929073017662586 0
451 1 0 0 0 0 0 0 0 0 1 0 0 -0.8290730033791007 0
452 0 0 0 1 0 0 0 0 1 0 0 0 1.8088184250921242 0
453 1 0 0 0 0 0 0 1 0 0 0 0 0.6020599913279624 0
454 0 0 0 1 0 0 0 0 1 0 0 0 3.557120856902174 0
455 1 0 0 0 0 0 0 1 0 0 0 0 0.6532125137753437 0
456 0 0 0 1 0 0 0 0 1 0 0 0 1.5963590311859215 0
457 1 0 0 0 0 0 0 0 1 0 0 0 -1.1808042844703375 0
458 0 0 0 1 0 0 0 0 1 0 0 0 0.7187246489831494 0
459 1 0 0 0 0 0 0 1 0 0 0 0 -1.2949553798790987 0
460 1 0 0 0 0 0 0 0 1 0 0 0 -1.8682580571384415 0
461 0 0 0 1 0 0 0 0 1 0 0 0 2.024567757196038 0
462 0 0 0 1 0 0 0 0 1 0 0 0 1.1627181974943654 0
463 0 0 0 1 0 0 0 0 1 0 0 0 1.9085922388475693 0
464 0 0 0 1 0 0 0 0 1 0 0 0 3.0111600592592094 0
465 0 1 0 0 0 0 0 0 1 0 0 0 -7.22548303427145 0
466 1 0 0 0 0 0 0 1 0 0 0 0 -0.09691001300805627 0
467 1 0 0 0 0 0 0 1 0 0 0 0 0.0 0
468 1 0 0 0 0 0 0 1 0 0 0 0 0.47712125471966244 0
469 1 0 0 0 0 0 0 0 1 0 0 0 -0.4761354315513012 0
470 1 0 0 0 0 0 0 1 0 0 0 0 0.6989700043360189 0
471 1 0 0 0 0 0 0 0 1 0 0 0 1.3424226808222062 0
472 0 0 0 1 0 0 0 0 1 0 0 0 2.0125841639141506 0
473 0 0 0 1 0 0 0 0 1 0 0 0 2.3066394410242617 0
474 0 0 0 1 0 0 0 0 1 0 0 0 2.6101276130759956 0
475 0 0 0 1 0 0 0 0 1 0 0 0 1.1829118754183172 0
476 0 0 0 1 0 0 0 0 1 0 0 0 0.22593438785422726 0
477 1 0 0 0 0 0 0 1 0 0 0 0 -0.09691001300805634 0
478 1 0 0 0 0 0 0 1 0 0 0 0 -0.15490195998574327 0
479 1 0 0 0 0 0 0 0 0 1 0 0 0.19312459835446155 0
480 1 0 0 0 0 0 0 0 0 0 0 1 -0.4649299032642738 0
481 0 0 0 1 0 0 0 0 1 0 0 0 3.250044101754224 0
482 0 0 0 1 0 0 0 0 1 0 0 0 2.767882793427878 0
483 0 0 0 1 0 0 0 0 1 0 0 0 1.8087509723495947 0
484 1 0 0 0 0 0 0 1 0 0 0 0 0.07918124604762482 0
485 0 0 0 1 0 0 0 0 1 0 0 0 2.5047290516212573 0
486 1 0 0 0 0 0 0 1 0 0 0 0 1.0128372247051722 0
487 1 0 0 0 0 0 0 1 0 0 0 0 1.4742162640762553 0
488 1 0 0 0 0 0 0 1 0 0 0 0 1.3021143769562011 1
489 0 0 0 1 0 0 0 0 1 0 0 0 2.721398375521505 0
490 0 0 0 1 0 0 0 0 1 0 0 0 2.721398375521505 0
491 0 0 0 1 0 0 0 0 1 0 0 0 2.2289529542182227 0
492 1 0 0 0 0 0 0 0 1 0 0 0 -0.8290730033791006 0
493 1 0 0 0 0 0 0 0 0 0 0 1 -2.6654595996595223 0
494 0 0 0 1 0 0 0 0 1 0 0 0 3.92004224351118 0
495 1 0 0 0 0 0 0 1 0 0 0 0 0.3324384599156052 0
496 1 0 0 0 0 0 0 1 0 0 0 0 0.255272505103306 0
497 0 0 0 1 0 0 0 0 1 0 0 0 2.2249213455840313 0
498 1 0 0 0 0 0 0 0 1 0 0 0 -5.519993057042849 0
499 0 0 0 1 0 0 0 0 1 0 0 0 2.478011687553627 0
500 1 0 0 0 0 0 0 0 0 0 0 1 -1.5494215687882846 0
501 0 0 0 1 0 0 0 0 1 0 0 0 3.2510063917776137 0
502 0 0 0 0 1 0 0 0 0 0 1 0 -10.899629454882437 1
503 0 0 0 1 0 0 0 0 1 0 0 0 2.1187605904423816 0
504 1 0 0 0 0 0 0 1 0 0 0 0 0.9493900066449128 0
505 1 0 0 0 0 0 0 0 0 1 0 0 0.1931245983544616 0
506 1 0 0 0 0 0 0 0 1 0 0 0 0.8050446218985038 0
507 0 0 0 1 0 0 0 0 1 0 0 0 4.798952954088969 0
508 0 0 0 1 0 0 0 0 1 0 0 0 2.092010867019091 0
509 1 0 0 0 0 0 0 0 1 0 0 0 -3.7647468618391917 0
510 0 1 0 0 0 0 0 0 1 0 0 0 -8.596879478824182 0
511 1 0 0 0 0 0 0 0 1 0 0 0 -0.4004210405154729 0
512 1 0 0 0 0 0 0 0 0 0 0 1 -1.5494215687882846 0
513 1 0 0 0 0 0 0 0 1 0 0 0 -4.027334407733889 0
514 1 0 0 0 0 0 0 1 0 0 0 0 0.8388490907372554 0
515 1 0 0 0 0 0 0 1 0 0 0 0 0.36172783601759284 0
516 1 0 0 0 0 0 0 1 0 0 0 0 0.32221929473391936 0
517 1 0 0 0 0 0 0 0 1 0 0 0 -0.19691001285730894 0
518 1 0 0 0 0 0 0 0 0 1 0 0 0.1931245983544616 0
