id met_primary_producer met_invertebrate met_detritus met_other met_ectotherm_vertebrate met_endotherm_vertebrate mov_sessile mov_swimming mov_other_nonliving mov_walking log_mass mass_missing
416 0 1 0 0 0 0 0 0 0 1 -0.45593195564972433 0
417 1 0 0 0 0 0 1 0 0 0 -12.906578314837764 0
418 0 1 0 0 0 0 0 0 0 1 -6.200659450546418 0
419 0 1 0 0 0 0 1 0 0 0 0.0791812460476249 0
420 0 1 0 0 0 0 1 0 0 0 0.0791812460476249 0
421 0 1 0 0 0 0 0 0 0 1 -0.3279021420642827 0
422 0 0 1 0 0 0 0 0 1 0 -13.8153085691824 1
423 0 1 0 0 0 0 0 0 0 1 0.43136376415898736 0
424 0 1 0 0 0 0 0 0 0 1 0.146128035678238 0
425 0 1 0 0 0 0 0 0 0 1 0.568201724066995 0
426 0 1 0 0 0 0 0 0 0 1 0.2787536009528289 0
427 0 1 0 0 0 0 0 0 0 1 -0.619788758288394 0
428 0 1 0 0 0 0 1 0 0 0 -0.03621217265444461 0
429 0 1 0 0 0 0 1 0 0 0 -0.03621217265444461 0
430 0 1 0 0 0 0 1 0 0 0 -0.8860566476931633 0
431 0 1 0 0 0 0 0 0 0 1 1.9912260756924949 0
432 0 1 0 0 0 0 0 0 0 1 -1.9208187539523751 0
433 0 1 0 0 0 0 0 0 0 1 -0.32790214206428264 0
434 0 1 0 0 0 0 0 0 0 1 -1.3665315444204136 0
435 0 1 0 0 0 0 0 0 0 1 -1.3665315444204136 0
436 0 1 0 0 0 0 0 0 0 1 -1.3665315444204136 0
437 0 1 0 0 0 0 0 0 0 1 -1.0705810742857071 0
438 0 1 0 0 0 0 0 0 0 1 -1.207608310501746 0
439 0 1 0 0 0 0 0 0 0 1 -1.0705810742857071 0
440 0 1 0 0 0 0 1 0 0 0 -1.0705810742857071 0
441 0 1 0 0 0 0 1 0 0 0 -0.8239087409443188 0
442 0 1 0 0 0 0 1 0 0 0 -0.5376020021010439 0
443 0 1 0 0 0 0 1 0 0 0 -0.721246399047171 0
444 0 1 0 0 0 0 1 0 0 0 0.3617278360175928 0
445 0 1 0 0 0 0 1 0 0 0 1.0791812460476249 0
446 0 1 0 0 0 0 1 0 0 0 2.4771212547196626 0
447 0 1 0 0 0 0 1 0 0 0 1.6532125137753437 0
448 0 1 0 0 0 0 1 0 0 0 1.0791812460476249 0
449 0 1 0 0 0 0 1 0 0 0 2.8573324964312685 0
450 0 1 0 0 0 0 0 0 0 1 -1.6197887582883939 0
451 0 1 0 0 0 0 1 0 0 0 1.6532125137753437 0
452 0 1 0 0 0 0 1 0 0 0 -2.0 0
453 0 1 0 0 0 0 1 0 0 0 0.6127838567197355 0
454 0 1 0 0 0 0 1 0 0 0 1.4771212547196624 0
455 0 1 0 0 0 0 0 0 0 1 -1.0705810742857074 0
456 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
457 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
458 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
459 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
460 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
461 0 1 0 0 0 0 0 0 0 1 -0.619788758288394 0
462 0 1 0 0 0 0 1 0 0 0 1.4771212547196624 0
463 0 1 0 0 0 0 0 0 0 1 -1.3665315444204136 0
464 0 1 0 0 0 0 0 0 0 1 -1.638272163982407 0
465 0 1 0 0 0 0 0 0 0 1 -0.16115090926274472 0
466 1 0 0 0 0 0 1 0 0 0 -10.531652669587842 0
467 1 0 0 0 0 0 1 0 0 0 -10.008330992620051 0
468 1 0 0 0 0 0 1 0 0 0 -11.821023052706831 0
469 1 0 0 0 0 0 1 0 0 0 -12.002613615602687 0
470 1 0 0 0 0 0 1 0 0 0 -10.91721462968355 0
471 1 0 0 0 0 0 1 0 0 0 -9.752026733638193 0
472 1 0 0 0 0 0 1 0 0 0 -9.089909454405932 0
473 1 0 0 0 0 0 1 0 0 0 -11.42712839779952 0
474 1 0 0 0 0 0 1 0 0 0 -9.653647025549361 0
475 1 0 0 0 0 0 1 0 0 0 -11.10902040301031 0
476 0 0 0 1 0 0 0 0 1 0 -13.8153085691824 1
477 1 0 0 0 0 0 1 0 0 0 -13.46344155742847 0
478 1 0 0 0 0 0 1 0 0 0 -9.995678626217357 0
479 1 0 0 0 0 0 0 1 0 0 -10.943095148663527 0
480 1 0 0 0 0 0 1 0 0 0 -11.590066876668706 0
481 1 0 0 0 0 0 1 0 0 0 -11.450996737974211 0
482 1 0 0 0 0 0 1 0 0 0 -11.590066876668706 0
483 1 0 0 0 0 0 1 0 0 0 -10.71669877129645 0
484 1 0 0 0 0 0 1 0 0 0 -11.2839966563652 0
485 1 0 0 0 0 0 1 0 0 0 -10.197226274708024 0
486 1 0 0 0 0 0 1 0 0 0 -10.191114132640188 0
487 1 0 0 0 0 0 1 0 0 0 -11.231361898752386 0
488 1 0 0 0 0 0 1 0 0 0 -10.184422251675732 0
489 1 0 0 0 0 0 1 0 0 0 -12.567030709125595 0
