"","feature_name","coef_estimate","coef_std_error","coef_p_adjusted","model","metric","significance"
"119","modularity",-0.241885873647915,0.0286913007803239,0.0000000375276499851841,"Structure","PR-AUC","****"
"120","deg_assort_oo",0.211672270864254,0.0367457924696185,0.0000210542926432519,"Structure","PR-AUC","****"
"121","deg_assort_io",-0.168084435080049,0.0445746382729954,0.0032483296042239,"Structure","PR-AUC","**"
"122","avg_degree",0.154704461263797,0.0464005407742177,0.00847253285601549,"Structure","PR-AUC","**"
"123","clustering_coefficient",0.148204833791259,0.0472094605754555,0.0120342926859056,"Structure","PR-AUC","*"
"124","deg_assort_oi",0.108300055335804,0.0512095367984171,0.112919896806386,"Structure","PR-AUC",""
"125","assort_mov",-0.102334665024195,0.0516792442553633,0.125030188758908,"Structure","PR-AUC",""
"126","assort_mass",0.0987441582422725,0.0519472092741136,0.125030188758908,"Structure","PR-AUC",""
"127","unclassified_tax_frac",0.0980148291045242,0.0520003063593669,0.125030188758908,"Structure","PR-AUC",""
"128","mass_skewness",0.0985371659769212,0.0519623243853712,0.125030188758908,"Structure","PR-AUC",""
"129","max_log_mass",-0.0950498328096542,0.0522115756415899,0.131785180629172,"Structure","PR-AUC",""
"130","mean_log_mass",-0.0890455777025128,0.052617129491546,0.157220213700857,"Structure","PR-AUC",""
"131","log_num_nodes",-0.0766683594544939,0.053361502177677,0.217528647605772,"Structure","PR-AUC",""
"132","num_attr",-0.0770729371309759,0.053339081315299,0.217528647605772,"Structure","PR-AUC",""
"133","median_log_mass",-0.0753677708509573,0.053432716223848,0.217528647605772,"Structure","PR-AUC",""
"134","parasitic_removal",0.0579944418253892,0.0542601921797324,0.357073232271906,"Structure","PR-AUC",""
"135","deg_assort_ii",-0.0451970755367289,0.054726227534985,0.478847053805914,"Structure","PR-AUC",""
"136","cannibalistic_removal",0.0246881458942159,0.0552275817987796,0.72127812357822,"Structure","PR-AUC",""
"137","min_log_mass",0.0132257089643929,0.0553787017324789,0.850075047017281,"Structure","PR-AUC",""
"138","assort_met",-0.00800024179097692,0.0554172047895442,0.886326358019563,"Structure","PR-AUC",""
